filename,dominant_material,pct_acm,pct_brick,pct_dec_stone,pct_fibercement,pct_metal,pct_stucco,pct_vinyl,wwr
RS_1477_ewilt.png,dec_stone,0,0,56.9,0,0,0,43.1,0.179
RS_1478_ewilt.png,brick,0,100,0,0,0,0,0,0.135
RS_1479_ewilt_update.jpg,brick,0,100,0,0,0,0,0,0.164
RS_1483_ewilt.png,brick,0,100,0,0,0,0,0,0.208
RS_1485_ewilt.png,brick,0,100,0,0,0,0,0,0.181
RS_1780_frank.jpg,brick,35.3,64.7,0,0,0,0,0,0.202
RS_1835_sepviva.png,dec_stone,0,0,100,0,0,0,0,0.235
RS_2008_trenton.jpg,brick,0,83,0,0,17,0,0,0.188
RS_2012_trenton.jpg,brick,0,62.4,0,0,37.6,0,0,0.238
RS_2014_trenton.jpg,brick,0,56.6,0,0,43.4,0,0,0.221
RS_2018_trenton.jpg,brick,0,57.9,0,0,42.1,0,0,0.163
RS_2022_trenton.jpg,brick,0,68.8,0,0,31.2,0,0,0.214
RS_2024_trenton.jpg,brick,0,66.2,0,33.8,0,0,0,0.168
RS_2028_trenton.jpg,brick,0,75,0,25,0,0,0,0.159
RS_203_e_wildey.jpg,vinyl,0,0,0,0,0,0,100,0.15
RS_2032_trenton.jpg,brick,0,66.1,0,33.9,0,0,0,0.195
RS_2033_tulip.jpg,brick,0,100,0,0,0,0,0,0.131
RS_2034_trenton.jpg,brick,0,70.6,0,29.4,0,0,0,0.155
RS_2038_trenton.jpg,brick,0,70.6,0,29.4,0,0,0,0.15
RS_2044_trenton.jpg,brick,29.9,70.1,0,0,0,0,0,0.194
RS_2046_trenton.jpg,brick,42.4,57.6,0,0,0,0,0,0.185
RS_2050_trenton.jpg,brick,0,60.7,0,0,39.3,0,0,0.125
RS_211_mercer.jpg,vinyl,0,0,0,0,0,0,100,0.145
RS_213_belg.jpg,brick,0,52.6,0,0,0,47.4,0,0.116
RS_2149_e_norris.jpg,stucco,0,46.7,0,0,0,53.3,0,0.182
RS_215_ethompson.png,dec_stone,0,0,100,0,0,0,0,0.195
RS_2166_e_norris.jpg,vinyl,0,0,0,0,0,0,100,0.219
RS_220_e_thompson.jpg,dec_stone,0,0,100,0,0,0,0,0.133
RS_2200_e_sus.jpg,brick,0,100,0,0,0,0,0,0.194
RS_2201_e_sus.jpg,brick,0,63.4,0,0,0,36.6,0,0.181
RS_2202_04_e_sus.jpg,brick,0,54.5,0,45.5,0,0,0,0.209
RS_2203_e_sus.jpg,brick,0,100,0,0,0,0,0,0.173
RS_2204_e_sus.jpg,brick,0,53,0,47,0,0,0,0.218
RS_2205_e_sus.jpg,brick,0,74.7,0,0,0,0,25.3,0.166
RS_2206_e_sus.jpg,vinyl,0,47.9,0,0,0,0,52.1,0.168
RS_2207_almond.jpg,brick,0,100,0,0,0,0,0,0.193
RS_2207_e_sus.jpg,brick,0,100,0,0,0,0,0,0.168
RS_2208_almond.jpg,brick,0,100,0,0,0,0,0,0.181
RS_2208_e_sus.jpg,brick,0,100,0,0,0,0,0,0.136
RS_2209_almond.jpg,brick,0,100,0,0,0,0,0,0.266
RS_2209_e_sus.jpg,brick,0,100,0,0,0,0,0,0.187
RS_2210_18_e_sus.jpg,acm,50.1,49.9,0,0,0,0,0,0.136
RS_2210_almond.jpg,stucco,0,0,0,0,0,100,0,0.233
RS_2211_almond.jpg,brick,0,100,0,0,0,0,0,0.174
RS_2211_e_sus.jpg,stucco,0,0,29.6,0,0,70.4,0,0.213
RS_2212_almond.jpg,brick,0,100,0,0,0,0,0,0.174
RS_2213_e_sus.jpg,brick,0,100,0,0,0,0,0,0.248
RS_2215_almond.jpg,stucco,0,0,0,0,0,100,0,0.258
RS_2215_e_sus_update.jpg,acm,50.4,0,0,49.6,0,0,0,0.157
RS_2216_almond.jpg,brick,39.2,60.8,0,0,0,0,0,0.183
RS_2217_e_sus.jpg,brick,0,57.8,42.2,0,0,0,0,0.199
RS_2218_almond.jpg,vinyl,0,0,27.1,0,0,0,72.9,0.196
RS_2219_e_sus.jpg,brick,0,100,0,0,0,0,0,0.175
RS_222_ethompson.png,stucco,0,0,0,0,0,100,0,0.16
RS_2220_almond.jpg,brick,0,100,0,0,0,0,0,0.121
RS_2221_e_sus.jpg,brick,0,100,0,0,0,0,0,0.154
RS_2223_e_sus.jpg,brick,0,100,0,0,0,0,0,0.157
RS_2225_e_sus.jpg,brick,0,60,0,40,0,0,0,0.09
RS_2303_e_sus_update.jpg,stucco,0,0,0,0,0,100,0,0.103
RS_2305_almond.jpg,stucco,0,0,0,0,0,100,0,0.198
RS_2305_e_norris.jpg,vinyl,0,0,0,0,0,0,100,0.24
RS_2305_e_sus.jpg,brick,0,100,0,0,0,0,0,0.145
RS_2306_e_sus.jpg,brick,0,100,0,0,0,0,0,0.152
